id,text,preprocessed_text
1463158851226714123,"Ken just rolled his eyes and continued pressing the doorbell. After few seconds, the door opened. ""Sino ba 'yan? Hindi ka ba makapaghintay?!"" Napasipol si Josh nang mapagtanto kung sino ang pinuntahan nila. It's Xander. Hindi naman pala sa doorbell galit, doon sa may-ari pala.","ken just rolled his eyes and continued pressing the doorbell. after few seconds, the door opened. sino ba 'yan? hindi ka ba makapaghintay?! napasipol si josh nang mapagtanto kung sino ang pinuntahan nila. it's xander. hindi naman pala sa doorbell galit, doon sa may-ari pala."
1463188670295384066,"""What the fuck are you doing here?"" Kunot noong tanong ni Xander. Napangisi naman si Ken. ""Papapasukin mo ako o gusto mong mapahiya sa labas ng bahay mo?"" The tension between the two gave a little excitement to Josh. He wants to see what will happen to this sudden meet up.",what the fuck are you doing here? kunot noong tanong ni xander. napangisi naman si ken. papapasukin mo ako o gusto mong mapahiya sa labas ng bahay mo? the tension between the two gave a little excitement to josh. he wants to see what will happen to this sudden meet up.
1463188671742373896,"Wala nang nagawa si Xander kung hindi ang pagbuksan ng pinto sina Ken at Josh. Ayaw naman niyang gumawa ng eksena sa labas ng bahay. Nang makapasok sa loob ay agad ding nagsalita si Ken, ""Mmm, you're living in a pretty decent house. You're also a CPA, am I right?""","wala nang nagawa si xander kung hindi ang pagbuksan ng pinto sina ken at josh. ayaw naman niyang gumawa ng eksena sa labas ng bahay. nang makapasok sa loob ay agad ding nagsalita si ken, mmm, you're living in a decent house. you're also a cpa, am i right?"
1463188673189474308,"Xander is confused with Ken's actions but he still managed to answer, ""Yeah. Ano bang kailangan mo?"" ""You're a CPA working in an auditing firm with a good reputation. Bet you're earning bigger than the minimum wage. Tama ba?"" Ken plastered a smile to Xander— a sarcastic one.","xander is confused with ken's actions but he still managed to answer, yeah. ano bang kailangan mo? you're a cpa working in an auditing firm with a good reputation. bet you're earning bigger than the minimum wage. tama ba? ken plastered a smile to xander a sarcastic one."
1463188674829455362,"""I don't understand your point. Pwede bang umalis na lang ka—"" Natigilan si Xander sa biglaang pagtawa ni Ken. Naglakad ito papalapit sa kaniya at pagkatapos ay tumigil sa mismong harapan niya. ""Maayos naman ang sweldo mo, bakit kailangan mong huthutan ng pera ang kumpanya ko?""","i don't understand your point. pwede bang umalis na lang ka natigilan si xander sa biglaang pagtawa ni ken. naglakad ito papalapit sa kaniya at pagkatapos ay tumigil sa mismong harapan niya. maayos naman ang sweldo mo, bakit kailangan mong huthutan ng pera ang kumpanya ko?"
1463188676184215554,"Xander was taken aback by Ken's question. He immediately turned his head away. ""Anong pinagsasasabi mo? Wala akong alam sa ibinibintang mo."" Ken laugh sarcastically, ""Really, Xander? Wala kang alam sa mga litrato naming kumalat sa internet?"" Xander stepped back, ""Wala.""","xander was taken aback by ken's question. he immediately turned his head away. anong pinagsasasabi mo? wala akong alam sa ibinibintang mo. ken laugh sarcastically, really, xander? wala kang alam sa mga litrato naming kumalat sa internet? xander stepped back, wala."
1463188677727715329,"Ken let out a playful smirk. Lumayo siya nang kaunti at kinuha ang envelope na ipinadala sa kaniya kaninang umaga. ""You mean, hindi ikaw 'to? Eh sino siya? Kakambal mo?"" Inilapag ni Ken isa-isa ang mga litrato ni Xander na kuha habang nakasunod siya sa pamilya ni Ken.","ken let out a playful smirk. lumayo siya nang kaunti at kinuha ang envelope na ipinadala sa kaniya kaninang umaga. you mean, hindi ikaw 'to? eh sino siya? kakambal mo? inilapag ni ken isa-isa ang mga litrato ni xander na kuha habang nakasunod siya sa pamilya ni ken."
1463188679191531524,"Nanlaki ang mga mata ni Xander nang makita ang mga pictures niya, ""S-Saan mo nakuha ang mga iyan?"" Nagkibit balikat naman si Ken, ""How does it feel, Xander? Ang makita mo ang mga litrato mong hawak ng ibang tao?"" Unti-unting nawala ang ngisi sa mukha ni Ken.","nanlaki ang mga mata ni xander nang makita ang mga pictures niya, s-saan mo nakuha ang mga iyan? nagkibit balikat naman si ken, how does it feel, xander? ang makita mo ang mga litrato mong hawak ng ibang tao? unti-unting nawala ang ngisi sa mukha ni ken."
1463188680688816133,"Akmang kukunin ni Xander ang mga pictures pero pinigilan siya ni Ken at itinulak palayo. ""Fuck, akin na 'yan! Wala kang karapatang—"" ""Wala akong karapatang kunin ang mga screenshots mula sa CCTV na nakakita sa katarantaduhang ginagawa mo sa pamilya ko?"" Pagtutuloy ni Ken.","akmang kukunin ni xander ang mga pictures pero pinigilan siya ni ken at itinulak palayo. fuck, akin na 'yan! wala kang karapatang wala akong karapatang kunin ang mga mula sa cctv na nakakita sa katarantaduhang ginagawa mo sa pamilya ko? pagtutuloy ni ken."
1463188682576306176,"Nagtiim ang bagang ni Ken sa tindi ng pagpipigil niya na huwag masuntok ang lalaking nasa harapan niya. ""I am doing what you did to us, Xander. Mas malala pa nga 'yung ginawa mo eh. Galit na galit ka na sa lagay na 'yan? Now, imagine how much I am raging inside right now.""","nagtiim ang bagang ni ken sa tindi ng pagpipigil niya na huwag masuntok ang lalaking nasa harapan niya. i am doing what you did to us, xander. mas malala pa'nga 'yung ginawa mo eh. galit na galit ka na sa lagay na 'yan? now, imagine how much i am raging inside right now."
1463188684111450119,"Ken hired a detective to look upon the root of the issue. He wanted to make sure that he's fighting the right person. When the photos arrived earlier, all he can feel is the thirst to have his revenge. Lumapit si Ken at kinwelyuhan si Xander, ""You ruined my plans, alam mo ba?""","ken hired a detective to look upon the root of the issue. he wanted to make sure that he's fighting the right person. when the photos arrived earlier, all he can feel is the thirst to have his revenge. lumapit si ken at kinwelyuhan si xander, you ruined my plans, alam mo ba?"
1463188685617188864,"Xander's eyes darkened along with a sarcastic laugh, ""At alam mo rin bang ikaw ang unang nanira ng plano sa ating dalawa? Sabi ko naman sa'yo, 'di ba? Hindi pa tayo tapos. Now, we're even."" Di alam ni Ken kung saan siya kumukuha ng maraming pasensya pero malapit na itong maubos.","xander's eyes darkened along with a sarcastic laugh, at alam mo rin bang ikaw ang unang nanira ng plano sa ating dalawa? sabi ko naman sa'yo, 'di'ba? hindi pa tayo tapos. now, we're even. di alam ni ken kung saan siya kumukuha ng maraming pasensya pero malapit na itong maubos."
1463188687252910080,"Josh can see fire in the eyes of Ken. He wants to stop him before he can do something that might worsen the situation but when he saw how much Ken is holding back, Josh knew he could trust Ken's decisions. ""Hindi patas ang ginawa mo, Xander. Dinamay mo ang pamilya ko.""","josh can see fire in the eyes of ken. he wants to stop him before he can do something that might worsen the situation but when he saw how much ken is holding back, josh knew he could trust ken's decisions. hindi patas ang ginawa mo, xander. dinamay mo ang pamilya ko."
1463188688611934215,"Tila mas lalo pang nang-asar si Xander nang bahagya itong tumawa at matamang tumitig sa mga mata ni Ken. ""Ano bang gusto mo? Suntok para maging patas? Sige na, gawin mo na. Oh baka naman masyado kang mahina—"" Napapikit si Xander nang iangat ni Ken ang kamao niya.","tila mas lalo pang nang-asar si xander nang bahagya itong tumawa at matamang tumitig sa mga mata ni ken. ano bang gusto mo? suntok para maging patas? sige na, gawin mo na. oh baka naman masyado kang mahina napapikit si xander nang iangat ni ken ang kamao niya."
1463188689983471619,"Isa. Dalawa. Tatlo. Ilang segundo pa ang lumipas ngunit walang naramdamang suntok si Xander. Nang imulat niya ang mga mata ay nakita niyang nasa ere pa rin ang kamao ni Ken habang masama ang titig sa kaniya. ""O-Oh? Bakit hindi mo ituloy?! Duwag ka naman pala eh.""",isa. dalawa. tatlo. ilang segundo pa ang lumipas ngunit walang naramdamang suntok si xander. nang imulat niya ang mga mata ay nakita niyang nasa ere pa rin ang kamao ni ken habang masama ang titig sa kaniya. o-oh? bakit hindi mo ituloy?! duwag ka naman pala eh.
1463188691493392389,"Ngumisi si Ken at itinulak palayo si Xander, ""Wala pa nga, nauutal ka na eh. Sinong duwag sa atin? Isa pa, masyadong magaan kung susuntukin lang kita."" Kinuha ni Ken ang mga litrato at ipinasok sa envelope bago nagpatuloy. ""I'd rather see you in court than in a hospital.""","ngumisi si ken at itinulak palayo si xander, wala pa'nga, nauutal ka na eh. sinong duwag sa atin? isa pa, masyadong magaan kung susuntukin lang kita. kinuha ni ken ang mga litrato at ipinasok sa envelope bago nagpatuloy. i'd rather see you in court than in a hospital."
1463195828646858759,"Xander raised an eyebrow, trying to hide his nervousness. ""Anong ibig mong sabihin?"" ""Ang ibig kong sabihin, hindi ako patas gumanti. Walang salitang patas lalo na sa mga taong tulad mo. Maling mali ka ng binangga, Xander."" Ken plastered a smile before turning his back.","xander raised an eyebrow, trying to hide his nervousness. anong ibig mong sabihin? ang ibig kong sabihin, hindi ako patas gumanti. walang salitang patas lalo na sa mga taong tulad mo. maling mali ka ng binangga, xander. ken plastered a smile before turning his back."
1463195830161055747,"Pero matapos ang dalawang hakbang ay tumigil si Ken at muling lumingon kay Xander. ""Ah oo nga pala, I forgot to ask. Magkano ang nakuha mong pera kay Mr. Lee kapalit ng mga litrato namin?"" Muling nangunot ang noo ni Xander ngunit agad din siyang ngumisi bilang tugon.","pero matapos ang dalawang hakbang ay tumigil si ken at muling lumingon kay xander. ah oo nga pala, i forgot to ask. magkano ang nakuha mong pera kay mr. lee kapalit ng mga litrato namin? muling nangunot ang noo ni xander ngunit agad din siyang ngumisi bilang tugon."
1463195831654256644,"""You guess,"" pang-aasar ni Xander pero umiling lamang si Ken at bahagyang ngumisi. ""Wala akong panahong manghula pero sana naman malaki ang nakuha mo sa kaniya. Mmm, maybe big enough to start your own auditing firm? Or maybe just enough to get you out of this country?""","you guess, pang-aasar ni xander pero umiling lamang si ken at bahagyang ngumisi. wala akong panahong manghula pero sana naman malaki ang nakuha mo sa kaniya. mmm, maybe big enough to start your own auditing firm? or maybe just enough to get you out of this country?"
1463195833449390080,"Nang mapansing naguguluhan na si Xander ay nagpakawala ng tawa si Ken. ""Oh, sorry. Nakalimutan kong sabihin. I stumbled upon my investigation that you accepted multiple bribes from your clients? Tsk tsk. Your boss is really upset when he heard this. Not a good a example ah.""","nang mapansing naguguluhan na si xander ay nagpakawala ng tawa si ken. oh, sorry. nakalimutan kong sabihin. i stumbled upon my investigation that you accepted multiple bribes from your clients? tsk tsk. your boss is really upset when he heard this. not a good a example ah."
1463195835005485061,"Xander's eyes widened. Unable to speak, Ken continued talking. ""Biruin mo nga naman? Kaibigan ko pala ang boss mo? Mmm, he's my senior during high school days. Napagkwentuhan ka nga namin yesterday eh at may pinapasabi siya sa'yo."" Ken plastered a sweet smile to Xander.","xander's eyes widened. unable to speak, ken continued talking. biruin mo nga naman? kaibigan ko pala ang boss mo? mmm, he's my senior during high school days. napagkwentuhan ka'nga namin yesterday eh at may pinapasabi siya sa'yo. ken plastered a sweet smile to xander."
1463195836502790144,"""Sabi niya, ienjoy mo na lang daw 'yung leave mo. Wag ka na raw babalik kasi hindi ka na nila kailangan sa company. Mmm, ano pa ba? Ah! Your license... What will happen if they file a lawsuit against you? Tsk tsk. Good luck, I guess?"" Ken was enjoying Xander's state of misery.","sabi niya, ienjoy mo na lang daw 'yung leave mo. wag ka na raw babalik kasi hindi ka na nila kailangan sa company. mmm, ano pa ba? ah! your license. what will happen if they file a lawsuit against you? tsk tsk. good luck, i guess? ken was enjoying xander's state of misery."
1463195838578978818,"""H-Hayop ka! Ang sama sama mo—"" Ken stared directly at Xander's eyes before cutting his rants, ""You ruined my career first. Hindi ba patas lang na sirain ko rin 'yung sa'yo?"" Nananatiling seryoso si Ken, bakas ang iba't ibang emosyon bago nito binitiwan ang huling linya niya.","h-hayop ka! ang sama-sama mo ken stared directly at xander's eyes before cutting his rants, you ruined my career first. hindi ba patas lang na sirain ko rin 'yung sa'yo? nananatiling seryoso si ken, bakas ang iba't ibang emosyon bago nito binitiwan ang huling linya niya."
1463195839979868160,"""If you happen to survive all the lawsuits, prepare to leave this place immediately. Dahil hangga't nakikita kita sa paligid ko, hinding hindi kita titigilan. Run as far as you can, Xander. Hindi talaga ako patas gumanti."" With that, Ken turned his back and started walking away.","if you happen to survive all the lawsuits, prepare to leave this place immediately. dahil hangga't nakikita kita sa paligid ko, hinding hindi kita titigilan. run as far as you can, xander. hindi talaga ako patas gumanti. with that, ken turned his back and started walking away."
1463368605970550787,"-- Ilang araw nang tahimik ang bahay nina Justin. Sebby is not talking like the usual. Justin thought that maybe his son is still affected by the fight he had with his father. ""Sebby, let's eat."" ""Mmmkay po, Taytay."" Palaging ganyan, tipid magsalita. Parang walang gana."," ilang araw nang tahimik ang bahay nina justin. sebby is not talking like the usual. justin thought that maybe his son is still affected by the fight he had with his father. sebby, let's eat. mmmkay po, taytay. palaging ganyan, tipid magsalita. parang walang gana."
1463368607967055875,"While eating, Justin decided to talk to Sebby. Mukhang kalmado na rin naman ito at mababa na ang emosyon. ""Nak, are you still mad at your Dada?"" Kahit naman naiinis si Justin sa sitwasyon, hindi niya kayang magalit si Sebby kay Ken. He knows how much it pained his boyfriend.","while eating, justin decided to talk to sebby. mukhang kalmado na rin naman ito at mababa na ang emosyon. nak, are you still mad at your dada? kahit naman naiinis si justin sa sitwasyon, hindi niya kayang magalit si sebby kay ken. he knows how much it pained his boyfriend."
1463368609598607362,"Sebby dropped his spoon and fork followed by a pout. He didn't answer his Taytay's question so Justin had to ask another question. ""Hindi mo ba siya namimiss? Ilang days na natin siyang hindi nakikita. Are you okay with it?"" Nagulat si Justin nang bigla na lang umiyak si Sebby.",sebby dropped his spoon and fork followed by a pout. he didn't answer his taytay's question so justin had to ask another question. hindi mo ba siya namimiss? ilang days na natin siyang hindi nakikita. are you okay with it? nagulat si justin nang bigla na lang umiyak si sebby.
1463368611318284293,"The kid tried to wipe his tears away, biting his lower lip to suppress his sobs. ""Taytay, mad ba kaw kung sabi ko m-miss ko D-Dada? Mad ako kanya kasi paiyak niya kaw pero miss na siya Sebby. M-Miss ko na Dada ko..."" Tuloy-tuloy ang paghikbi nito. Bakas ang sakit sa bawat luha.","the kid tried to wipe his tears away, biting his lower lip to suppress his sobs. taytay, mad ba kaw kung sabi ko m-miss ko d-dada? mad ako kanya kasi paiyak niya kaw pero miss na siya sebby. m-miss ko na dada ko. tuloy-tuloy ang paghikbi nito. bakas ang sakit sa bawat luha."
1463368612924723206,"Lumapit si Justin sa anak at niyakap ito. Pumulupot naman ang braso ni Sebby sa bewang ng Taytay niya. ""M-Mad ba kaw Taytay pag sabi ko sosowi ako kay Dada ko? Sabi ko kasi kanya h-hate ko siya... Taytay, di ko po siya hate. Lalabs ko Dada ko eh,"" humihikbing saad ni Sebby.","lumapit si justin sa anak at niyakap ito. pumulupot naman ang braso ni sebby sa bewang ng taytay niya. m-mad ba kaw taytay pag sabi ko sosowi ako kay dada ko? sabi ko kasi kanya h-hate ko siya. taytay, di ko po siya hate. lalabs ko dada ko eh, humihikbing saad ni sebby."
1463376776151777282,"Naninikip ang dibdib ni Justin. Kung may ayaw man siyang makita, iyon ay ang pag-iyak ng anak niya. Pero siguro nga, may mga bagay na mahirap pigilan. ""Shhh. Bakit naman magagalit si Taytay? Alam ko namang lalabs mo ang Dada mo eh."" Sebby searched for his father's eyes.","naninikip ang dibdib ni justin. kung may ayaw man siyang makita, iyon ay ang pag-iyak ng anak niya. pero siguro nga, may mga bagay na mahirap pigilan. shhh. bakit naman magagalit si taytay? alam ko namang lalabs mo ang dada mo eh. sebby searched for his father's eyes."
1463376778085298180,"""K-Kasi paiyak niya kaw. Taytay, yayaw ko pag iyak kaw tas sigaw pa Dada sa'yo."" Ilang ulit pang suminghot si Sebby bago muling nagsalita. ""Taytay? Di na ba tayo lalabs ni Dada? Bat siya sisigaw tas paiyak pa niya kaw? Nag-pwamis siya Sebby eh tas gagawa niya rin pala.""","k-kasi paiyak niya kaw. taytay, yayaw ko pag iyak kaw tas sigaw pa dada sa'yo. ilang ulit pang suminghot si sebby bago muling nagsalita. taytay? di na ba tayo lalabs ni dada? bat siya sisigaw tas paiyak pa niya kaw? nag-pwamis siya sebby eh tas gagawa niya rin pala."
1463376779809210370,"Humiwalay si Justin sa yakap at tumingin sa mga mata ni Sebby. Hinawakan niya ang magkabilang balikat nito at saka masinsinang kinausap. ""Nak, listen to Taytay okay? Hindi porke napaiyak ako ni Dada mo, hindi na niya tayo love. Minsan, may mga pagkakataon lang na di maiwasan.""","humiwalay si justin sa yakap at tumingin sa mga mata ni sebby. hinawakan niya ang magkabilang balikat nito at saka masinsinang kinausap. nak, listen to taytay okay? hindi porke napaiyak ako ni dada mo, hindi na niya tayo love. minsan, may mga pagkakataon lang na di maiwasan."
1463376781738602499,"Nangunot ang noo ni Sebby at muling nagtanong, ""Pero bat mo paiyak kung lalabs mo? Di ba dat happy tas smile lang pag lalabs niyo isa't isa?"" How will you explain the complicated side of love to an almost five-year-old kid? Justin heaved a sigh, trying to find the right words.","nangunot ang noo ni sebby at muling nagtanong, pero bat mo paiyak kung lalabs mo? di'ba dat happy tas smile lang pag lalabs niyo isa't isa? how will you explain the complicated side of love to an almost five-year-old kid? justin heaved a sigh, trying to find the right words."
1463376785253421069,"""Mmm, ganito na lang. Di ba may mga days na pinapagalitan kita kasi wrong ikaw? Tapos umiiyak ka lalo na kapag napapalo kita. Does that mean Taytay doesn't love you? Kasi sinasaktan at pinapaiyak kita?"" The kid shook his head softly, ""Taytay said you do it kasi lalabs mo Sebby.""","mmm, ganito na lang. di'ba may mga days na pinapagalitan kita kasi wrong ikaw? tapos umiiyak ka lalo na kapag napapalo kita. does that mean taytay doesn't love you? kasi sinasaktan at pinapaiyak kita? the kid shook his head softly, taytay said you do it kasi lalabs mo sebby."
1463376787866468357,"Justin plastered a smile because his son cam remember it well. ""That's right. Minsan, may mga pagkakataon lang na nasasaktan tayo at nakakasakit tayo kasi we care for that person and we love them. That's the case between me and your Dada. Naiintindihan mo na ba, 'nak?""","justin plastered a smile because his son cam remember it well. that's right. minsan, may mga pagkakataon lang na nasasaktan tayo at nakakasakit tayo kasi we care for that person and we love them. that's the case between me and your dada. naiintindihan mo na ba, 'nak?"
1463376789456097283,"Dahan-dahang tumango ang bata. Napangiti si Justin nang mapansing marami pang gustong itanong ang anak. ""Someday, you'll understand what I'm saying. Kapag nagmahal ka na rin, kapag nasaktan ka na rin, maiintindihan mo kung bakit nasasaktan tayo kahit mahal natin ang isa't isa.""","dahan-dahang tumango ang bata. napangiti si justin nang mapansing marami pang gustong itanong ang anak. someday, you'll understand what i'm saying. kapag nagmahal ka na rin, kapag nasaktan ka na rin, maiintindihan mo kung bakit nasasaktan tayo kahit mahal natin ang isa't isa."
1463376791574233093,"Magsasalita pa sana si Sebby ngunit ginulo na ni Justin ang buhok niya, ""Oh, tama na ang tanong. Kapag big ka na tsaka na natin 'yan pag-usapan."" Napanguso si Sebby dahil marami pang gumugulo sa utak niya pero ang mahalaga ay alam niyang lalabs pa rin sila ng Dada niya.","magsasalita pa sana si sebby ngunit ginulo na ni justin ang buhok niya, oh, tama na ang tanong. kapag big ka na tsaka na natin 'yan pag-usapan. napanguso si sebby dahil marami pang gumugulo sa utak niya pero ang mahalaga ay alam niyang lalabs pa rin sila ng dada niya."
1463376793302286340,"""Taytay? Call mo Dada ko please? Sosowi Sebby kanya... mad pa naman ako tas sabi sabi ko pa hate ko siya. Baka tatampo siya Sebby."" Sa halip na sumang-ayon ay inasar pa ni Justin ang anak, ""Lagot ka. Sinigawan mo Dada mo, tatampo talaga 'yun sa'yo."" Lalong napanguso ang bata.","taytay? call mo dada ko please? sosowi sebby kanya. mad pa naman ako tas sabi sabi ko pa hate ko siya. baka tatampo siya sebby. sa halip na sumang-ayon ay inasar pa ni justin ang anak, lagot ka. sinigawan mo dada mo, tatampo talaga 'yun sa'yo. lalong napanguso ang bata."
1463376795273601025,"""Borrow ko po phone mo Taytay, sige na..."" Umiling si Justin at nagpatuloy na sa pagkain, ""Finish your food first. Bawal ang phone habang kumakain, 'di ba?"" Sebby nodded his head. Bakas ang pagkasabik na muling makasama at makabonding ang Dada niya.","borrow ko po phone mo taytay, sige na. umiling si justin at nagpatuloy na sa pagkain, finish your food first. bawal ang phone habang kumakain, 'di'ba? sebby nodded his head. bakas ang pagkasabik na muling makasama at makabonding ang dada niya."
1463376797303664641,Justin felt a little relieved. Nanumbalik na ang sigla ng anak niya at iyon ang importante sa ngayon. Mamaya na siguro niya aalalahanin kung paano ipapaliwanag kay Sebby na hindi sumasagot sa tawag o text si Ken mula pa noong gabing umalis ito sa bahay nila.,justin felt a little relieved. nanumbalik na ang sigla ng anak niya at iyon ang importante sa ngayon. mamaya na siguro niya aalalahanin kung paano ipapaliwanag kay sebby na hindi sumasagot sa tawag o text si ken mula pa noong gabing umalis ito sa bahay nila.
1482184275071889410,"-- Ken is gripping so tight on the steering wheel and it's quite obvious due to his knuckles that are starting to turn pale. ""Ken, kalma na."" Josh tried his best to comfort his friend but the latter doesn't find it helpful. ""Tangina! If only I can... I'd really punch him."""," ken is gripping so tight on the steering wheel and it's quite obvious due to his knuckles that are starting to turn pale. ken, kalma na. josh tried his best to comfort his friend but the latter doesn't find it helpful. tangina! if only i can. i'd really punch him."
1482184276854509569,"Josh shook his head, ""You did the right thing, dre. Pwede niyang gamitin 'yun laban sa'yo. It's good that you manage to control yourself."" Nanatiling nakatungo si Ken kaya muling nagsalita si Josh, ""You did great."" ""I did?"" Ken's eyes started to water so Josh nodded his head.","josh shook his head, you did the right thing, dre. pwede niyang gamitin 'yun laban sa'yo. it's good that you manage to control yourself. nanatiling nakatungo si ken kaya muling nagsalita si josh, you did great. i did? ken's eyes started to water so josh nodded his head."
1463175585816104967,"Happy 209,688 hours @lovekira______ ! Sana lalo ka pang maging cute! Chour. Lagi ko naman sinasabi sa'yo kung gaano ako ka proud sa'yo di ba? Huwag kakalimutan magpahinga otey? kapit lang ah walang iwanan! laaaabyoooow, noooooor!","happy 209,688 hours! sana lalo ka pang maging cute! chour. lagi ko naman sinasabi sa'yo kung gaano ako ka proud sa'yo di'ba? huwag kakalimutan magpahinga otey? kapit lang ah walang iwanan! laaaabyoooow, noooooor!"
1463169524463718409,"help me choose 😖 1, 2, 3, or 4??","help me choose 1, to, 3, or for?"
1463170798768775178,"'di ba pwedeng lahat, maybe 3 or 4😭😭😭","di'ba pwedeng lahat, maybe 3 or for."
1463171078516260867,isa lang po talaga 😖,isa lang po talaga.
1463171511141994499,"uhhhhh, 3 na nga lang, 3 din sa iba eh😌😌😌","uhhhhh, 3 na'nga lang, 3 din sa iba eh."
1463171250268909580,"Wait bakit parang si renjun, sungchan, shotaro, taeyong, mark, jaehyun and jungwoo 😭😭😭","wait bakit parang si renjun, sungchan, shotaro, taeyong, mark, jaehyun and jungwoo."
1463171634928496655,maniwala ka sakin wala si rj jan 😭😭😭,maniwala ka sakin wala si rj jan.
1463172320915333124,Parang sya yung nakasakay sa isa pang swing(?) Pero parang si taeil din yon eh 😭😭,parang siya yung nakasakay sa isa pang swing(?) pero parang si taeil din yon eh.
1463172603485507608,naisip ko din yan pero titigan mo maigi 😭😭😭 si shotaro yon 😭😭😭,naisip ko din yan pero titigan mo maigi si shotaro yon.
1463173115396206601,HA PERO DI BA SI SHOTARO YUNG NAKAUPO SA GITNA??? SI SUNGCHAN KATABI NYA TAS SI MARK YUNG SA KABILA???,ha pero di'ba si shotaro yung nakaupo sa gitna? si sungchan katabi nya tas si mark yung sa kabila?
1463173694143008770,NAUR PARA SAKIN HA FROM LEFT TO RIGHT SHOTARO SUNGCHAN MARK TAEYONG TAEIL JAEHYUN JUNGWOO,naur para sakin ha from left to right shotaro sungchan mark taeyong taeil jaehyun jungwoo.
1463174180464119808,HINDI KO NA RIN ALAM 😭😭😭NAVIVISUALIZE KO NA KUNG SINO SINO BASTA ANG SURE TAYO ANDYAN SI JUNGWOO DI NAMAN MAITATANGGI,hindi ko na rin alam navivisualize ko na kung sino sino basta ang sure tayo andyan si jungwoo di naman maitatanggi.
1463163289064591371,"Gagi gandang bata ni Tyronia, favorite ni Lord!","gagi gandang bata ni tyronia, paborito ni lord!"
1463168579801604101,di ba ko magandang bata pamela? 🥺,di'ba ko magandang bata pamela?
1463177630035812355,pinag iisip pa ako ni woosung di ba pwede i-reveal nalang😭,pinag iisip pa ako ni woosung di'ba pwede i-reveal nalang.
1463170508875259909,oh di ba sheeet that's why I'm having deja vu kanina because of that waking up scene 😭😭 namiss ko si nana liit,oh di'ba sheeet that's why i'm having deja vu kanina because of that waking up scene namiss ko si nana liit.
1463162449293627406,Di ba interlude yun ng resonance??? #NCT #NCT_Universe @NCTsmtown,di'ba interlude yun ng resonance?
1463163924111577102,"di ba yung iba parang di masyado nae-enjoy yung gala w friends/cousins pag kasama yung mama, samin mas nag-eenjoy sila pag kasama mama q HSKAHAHAHA di raw kasi kj ganorn","di'ba yung iba parang di masyado nae-enjoy yung gala w friendscousins pag kasama yung mama, samin mas nag-eenjoy sila pag kasama mama ako di raw kasi kj ganorn."
1463164140743237637,"like lahat kami bagets tas yung mama q lang yung parent na sumama pak. pati yung di invited sa gala namin, sumasama 😭","like lahat kami bagets tas yung mama ako lang yung parent na sumama pak. pati yung di invited sa gala namin, sumasama."
1463164438853398529,ayon skl kamiss gumala na hindi puro mall lang. umay sa mall puta wala bang ibang view dyarn,ayon skl kamiss gumala na hindi puro mall lang. umay sa mall puta wala bang ibang view dyarn.
1463164889392898070,Tell me nga na may replay naman yung kelly clarkson show di ba??,tell me nga na may replay naman yung kelly clarkson show di'ba?
1463116674119340033,"""I know, Ken. At gustong gusto ko rin na samahan ka sa laban mo. Gustong gusto kong hawakan ang kamay mo hanggang sa makawala ka sa kumpanya mo. Kung ako lang, kayang kaya ko Ken."" Justin stopped for a second before inhaling deeply, ""Pero nadadamay kasi ang anak ko... anak mo.""","i know, ken. at gustong gusto ko rin na samahan ka sa laban mo. gustong gusto kong hawakan ang kamay mo hanggang sa makawala ka sa kumpanya mo. kung ako lang, kayang kaya ko ken. justin stopped for a second before inhaling deeply, pero nadadamay kasi ang anak ko. anak mo."
1463116677474775040,"Justin covered his face with his hands while letting out loud sobs. He tried to calm himself before continuing. ""Hindi ko kayang makitang nasasaktan si Sebby sa tuwing idinedeny mo kami, Ken. Hindi ko alam kung anong isasagot ko sa tuwing nagtatanong siya. Ang h-hirap, sobra.""","justin covered his face with his hands while letting out loud sobs. he tried to calm himself before continuing. hindi ko kayang makitang nasasaktan si sebby sa tuwing idinedeny mo kami, ken. hindi ko alam kung anong isasagot ko sa tuwing nagtatanong siya. ang h-hirap, sobra."
1463116680960167938,"Ken doesn't know what to say. Hinayaan na lang niya si Justin na magsalita at ilabas ang nasa dibdib niya. ""Kung ako lang, kaya kong tiisin 'yung sakit eh pero kahinaan ko ang anak ko. K-Kung nakita mo lang siya kanina, Ken... s-sobra siyang nasaktan. Mahal na mahal ka niya eh.""","ken doesn't know what to say. hinayaan na lang niya si justin na magsalita at ilabas ang nasa dibdib niya. kung ako lang, kaya kong tiisin 'yung sakit eh pero kahinaan ko ang anak ko. k-kung nakita mo lang siya kanina, ken. s-sobra siyang nasaktan. mahal na mahal ka niya eh."
1463116684420530184,"At this point, Ken is also in tears. Nag-uunahan ang mga luha niya sa pagtulo nang mapagtantong nakita ni Sebby ang balita tungkol sa kaniya. ""J-Jah... I'm sorry..."" ""You don't have to be, Ken. Biktima ka rin ng company mo. Ang sakin lang, Sebby is too young for this mess.""","at this point, ken is also in tears. nag-uunahan ang mga luha niya sa pagtulo nang mapagtantong nakita ni sebby ang balita tungkol sa kaniya. j-jah. i'm sorry. you don't have to be, ken. biktima ka rin ng company mo. ang sakin lang, sebby is too young for this mess."
