id,text
1463805654188052487,"𝐀𝐧𝐠 𝐛𝐨𝐛𝐨 𝐦𝐨 𝐜𝐚𝐫𝐝𝐨,𝐜𝐠𝐮𝐝𝐨 𝐤𝐚𝐢𝐧 𝐤𝐚 𝐧𝐠 𝐤𝐚𝐢𝐧 𝐧𝐠 𝐩𝐢𝐧𝐤 𝐧𝐚 𝐥𝐮𝐠𝐚𝐰,𝐤𝐚𝐲𝐚 𝐦𝐠𝐚 𝐲𝐞𝐥𝐥𝐨𝐰𝐞𝐬 𝐦𝐠𝐚 𝐓𝐀𝐍𝐆𝐀,😅😅😅"
1463230222422081536,IYAK NAMAN TALAGA TEH
1463230504342228994,What the actual f*ck? Jü$tin bi3b3r having that 8 nominations? For what??? Taenang yan oi ano yon? Scammys talaga buset. His latest releases are mostly trash ano yun? Wtf talaga
1463234531389964291,"It's already past 3 am, what do you expect 😭"
1463234688152080389,🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️ talaga?
1463234928175316994,HAHAHAHAHAHA
1463229968171745282,daniel padilla parin talaga pinaka ideal guy hays
1463230200821411844,nagugutom talaga ko
1463231541035749377,HAHAHAHAHAHAHAHA ig worthy neman gewa mu ale
1463235200268189697,manifesting irate customers for Alex please. HAHAHAHAHAHA
1463235499280125954,goodluck ale
1463231589517725698,Taas kalendaryo puso 😭😭
1463231852991291392,HAHAHAHAHA
1463228675726348291,yan dapat 🤩
1463229357116190722,ganto talaga pag walang kabebe time
1463229447054626818,Same hahahah self love nalang waw
1463205532609642506,IM TRASH.
1463231984558215170,SOBRANG HONEST😭 HAHAHAHA
1463233993160425472,🤡🤡
1463230508909752320,Finally eating Filipino food again
1463232084332343296,Good night naman talaga...@keun16308352 @SB19Official #SB19
1463233586560376832,Paplastic talaga!
1463231852089544707,hahaha nakakatuwa talaga laruin @UnpackingALife 🥰
1463236064202665989,HAHAHAHAHAHAHAHAHAH JEON PARANG WALANG KAMU NAKAKALOKA HAHAHA
1463247568565981184,Parang tanga HAHAHAHAHA
1463156837046489091,Something sensible from the Senate.
1463231283568386050,Lrt. OMG TALAGA
1463249824220860425,Mananalo san?
1463231865620287493,anong tiway 🤨
1463230435622748165,TANGINA MO
1463230832118665221,"Follow back kita mamaya, BC aq."
1463230567776874499,TANGENA TALAGA😭
1463241589061349380,potangenang twitter to kada open ko may message isa tas wala naman parang tanga ampota.
1463231146137833472,cravings satisfied 😋
1463231742932889607,POTANGINA 😭😭😭😭😭😭
1463231922448973824,SALUHAN MOKO HDHWHAHSJDJEKAJD
1463232041214824453,BAKIT NAAMOY KO 😭😭😭😭
1463002425376194565,You deserve all the love we give @chiefilomeno!!! CHIE you on SHOWTIME
1463229363013443604,acceptance.
1463161428496506894,"""Threat"" to public health."""
1463223300218257409,It’s how he deliver his words not so Presidential.
1463235517466644481,parang hahanginin nanaman yung pera ko🙃
1463230008449634304,nakakaloka talaga tong grammys shuta
1463237455532859394,Awts
1463235215426347008,pake namin
1463230248015646722,WAG NAMAN SAD SPACE #5GSpace
1463230372754309120,nakakatakot pala maging malungkot ?? #5GSpace
1463231866798940160,"mommy mochi family problems :"")"
1463233427960827905,pag 2g daw old school HAHAHAHAHHAHAHAH #5GSpace
1463234972861435904,onyonyo language by hoonie #5GSpace
1463554659595948034,ay
1463910227204472832,hahahaha
1463239249264726017,"""Tell me something""I should say ✌️"
1463235789932826625,parang tanga naman
1463201767596855297,LARA 🤲
1462964118101512201,"Get ready for a new level of joy with the Jollibee Chick’nwich! Crunchy, juicy, and delicious - a new level of chicken sandwich. Try it now!"
1463126867309858825,Just to show how far is Ususan Taguig from ST Lukes BGC (17 minutes drive)
1463175803139764235,Research muna bago putak! 🤮🤣
1463234219925073924,rumour about enha's new hair colour : uwon : 🤷🏻‍♀️ hee : 🤷🏻‍♀️ jay : blonde jake : blonde hoon : 🤷🏻‍♀️ sunoo : dark colour riki : dark colour
1463241152916647937,"eyebags so deep, might as well cosppay itachi HAHAHAH CHOZ"
1462988190344646658,hahahaha parang ganito naiimagine ko 😂😅 queen thing!
1463232690166009864,Hahaga super cute parang may meeting de abanze or marvels group
1463241127385964547,hahahahahahhaa </3 ♥︎ jaehyun basang sisiw sparks parang fireworks 🎆
1463230992064270337,npakasoaper 🚩🚩🚩
1463229506148126721,POTA PARANG WALA AKONG PASOK MAMAYA AAAAAAAHHHHGG!!
1463230391569956874,WE'RE SHARING THE SAME ENERGY HAHAHAHAHAHA
1463230573929893889,YES BESTIE AHAHAHAHHHA
1463230888133607427,kaduda-duda 🤔 parang may kasabwat somewhere 🙄😒😏
1463228767795515393,Charot. Hahahaha.
1463235350109716484,Yass sweet girl🥰 parang totoo haha
1463235887035138052,My current skincare ✨
1463236127029030915,"I need to protect myself from the radiation caused by gadgets from online selling, gotta have this!✨"
1463236465953939460,"Need to deliver orders, gotta stay safe & protected with these face masks! 💖"
1464178722127298562,where ever i go.. im proud BBM is my president😍
1463495138408230915,ilovemarcoses...BBM is my president 2012
1463390026465972224,+ Law Professor 😍
1463244413014974464,WEREWOLF KO YAAAN HAHAHAHAH
1463244612353413120,ginawa mong halimaw 😭🤣
1463230159973228546,😍😇
1463296520288100353,May binanggit bang FAKE FORMS?
1463232260149186562,Napaka Good News talaga on how the Philippines gradually is improving!Thank You to PRRD Govt and to All of the Filipinos who are vaccinated. Hopefully to inspire MORE FILIPINOS to Trust the Covid Vaxx & get Vaccinated Soon👌 #UniTeamMarcosSara ❤️💚 UNITED LOYALISTDDS
1463339060206858246,me likey likey! 🥺😍
1459030778718068736,Presidential aspirant Bong Bong Marcos visits Batangas. @gmanews
1459142055272144904,Hakot yan halata naman. Meron pang uniform.
1463228400303235072,facebook.com/100068916608740… SOCA PARANG FETE ...
1463224224856690691,NAROBBED ULIT TAYO PUTCHA
1463223438118572033,Bigla kong namiss kumantot. 🥲
1464317437709414403,❤️❤️❤️❤️
1463225583261786112,all the things i did~ HAHHAHAHAHAHHA
1463208770771718145,gastos nanaman sebong 😭 pinaiiyak nyo yung bulsa ko
1463212003644764161,I need this to be my alarm!
1463224486581309440,Wahahahahaha
1463224762528796676,"Like if I hear Daddy’s Home, I’ll jump out of bed to login for work even if I’m sleepy. 😂"
1463225592879280128,"Parang pag narinig ko yun, pakama palang me, chour."
1463368234787164163,Haha supportive naman to
1462441983440424966,"New book, new DP 💖"
1463223256597807104,Nihon Chinbotsu ep6 this is getting scarier and scarier 😱
1463223271361761280,🙏🙏
1463208457088253970,itago mo nalang yan sige~ godbless :')
1463217303672156161,"TMI: I rarely watch local teleseryes ever since I've been into kdramas. But with #ViralScandal, it's just too intriguing to ignore. Plus Dimples Romana and Charlie Dizon's acting gets me goosebumps everytime."
1463218320828624900,"It's actually my first time watching Charlie's acting coz i wasn't able to watch ""Fan Girl""/her other works but girlie made my jaws ache from forming too much ""O""."
1463221104395407365,goku kukunin kona walong dragondballs
1463221168823955456,goku nmn may uaasapan us dba
1463223081221038082,"Parang iba ata feeling ko rito, parang.... ✨Scam✨"
1463222195119800328,DONIAH | DONMIAH layarg!! Char fuu.
1463219968137334786,Parang nakatambay laang
1463222144293212163,JWHEJKSHAHDH bak8 gani2 rold 😭😭
1463219080442175495,unmute <3
1463221288319606785,babasahin b 2 parang d nman
1463219849098784771,"anyways, congrats bts."
1463219599172800515,YSGHHAHAHAHHAHAHAHA
1463362167411855360,tagal naman iship hays
1463220454483628032,"reading the theories of nctzens is like parang research activity tpos aq wlang ambag,.,.,.,., ganda lungs ajajaja"
1463220126086434819,tru bhie <3
1463214886385643522,The gummys should be thankful 875 are making them relevant. But when they get tired of their bull sh**s i swear to God youll be the most irrelevant piece of **it.
1463217146884931587,Dika naman gakit nyan....
1463148031977541641,"For our incoming Stanworld Twitter voting, you might want to check your accounts and see if you are Shadowbanned or not. Thank you! Here's the link: 🔗: shadowban.eu @SB19Official #SB19 #Bazinga_SB19"
1463205438376267782,Get well soon
1462867314521501700,Wag ngyon reddskieee 🥺
1463217132397731848,parang tanga ampota
1463192791409098752,Kenneth natin maharot @SB19Official #SB19 #Bazinga_SB19
1463204659812872205,BTS deserved a main category nom but anyway
1463212337809133568,"Rivaldo Todd Ferre resmi tidak akan berlaga sampai akhir musim, setelah Komdis PSSI menjatuhkan hukuman satu tahun larangan bermain kepada Ferre. 😳 Hal itu diakibatkan karena Ferre melakukan protes keras saat Persipura takluk atas Bali United. goal.com/id/berita/pemain-pe…"
1463219964538621953,Protes sambil bawa parang kah ? Sampai harus dihukum 1 tahun...
1463219939930611715,plssssssssdsddssd
1463217509469876230,As greatly elated I was for their being a two time nominee for this award show I still can't help but feel tremendous anger for scammys bs of not giving BTS the nominations and award that these incredible artists truly deserve 🚩🗑️🔪🔪🔪
1463216060799148037,William Agapito
1463221785806008321,tamajayo
1463219268720467968,We're gonna pretend that alone is here 😁
1463214643267072000,Parang first time ko ulit makahinga haha
1463216983739015170,parang want ko magpalasik...
1463212685026217984,THEY'RE ACTUALLY SPEAKING FACTS THO #Grammyspace x.com/i/spaces/1dRKZlonNLMJB
1463213780205146117,I'm listening too! And I'm entertained as long as they don't talk shiz about the boys 😃
1463214210570092545,yes ! also they be spitting facts
1463214399141777414,Yes! But the chipmunk voice lmao 😭
1463214618176745473,Nate's literally pissed HDJAJAAKKANAKAN
1463215861817167873,parang i want wonie pc????
1463216482960101380,parang bet ko to
1463217396471140353,LUH PARANG TANGA
1463220135053852675,Hahaa
1463221658928525322,Aba bat gising kp
1463360990867722242,Mass report talaga grammy hahahhaha
1463213154914091008,Long thread lul
1462045428803719175,Whatizdiz acting??? 🤣🤣🤣 #GoldenBlood
1462066151836377088,That flying punch...I've seen that on Advance Bravely and the Lost Tomb before
1463135945817919491,Some actors really need to go through movement classes. They'd benefit so much from being aware of their own bodies and its capabilities.
1463171148397649923,These two idiots are so entertaining hahahahahahaha
1463181401658851331,What's up with the Avengers-type music???
1463188448739663877,Why happy music when the scene was clearly sad? Who the fuck edited this series?????
1463210380000305158,"You know you shouldn't be raising a heplocked hand like that, right? Geez...people! Attention to detail, people!"
1463220808268976129,They don't enjoy kissing each other...obvious eh..
1463223162137501698,There was no care given to how the love scene was going to be handled. That's not how 2 men fuck. I'm a woman and even I know the logistics. Sheesh...
1463225922421596160,"Honestly, the script seemed good, and if it was handled with the same care as Lovely Writer or A Tale of a Thousand Stars, Golden Blood would've been awesome. But bad acting and poor attention to detail can truly make or break a series, and this is no exception."
1507179279754268675,"Rather than watching #GoldenBlood, just watch #WhereYourEyesLinger. It's clearly the more superior of the 2 dramas. It has a better script, better acting, and better-looking leads, hahaha!"
1463209142194040840,should i change my layout or nah?
1463225500353142791,HAHAHAHAHAHAHAHAHA
1463476922067812352,Again - thank you @UrbanEscapesPH For the affordable and quality experience! Try Matteo and Jomar (10/10 for both) Go and visit them now!
1463212698603524096,I set my expectations really low this time. But damn it. Im disappointed
1463213628174209028,MOOD
1463210988245696512,2:00 am thoughts dali
1463212817687867392,deserve hahahahahahahahaha
1463214362533892097,parang
1463212221329141760,MAMI HAHAHAHAHAHAHAHAHAHA
1463217045726646276,Grabe kana kay hee te naevis😔
1463214022392619013,Army: galit James Corden:💜💜💜💜💜BTS💜💜💜 Parang tanga
1463216419957456896,mukang wtf ampota punyawa
1463248588088037376,Wts lfb twice lightstick cbz version 2 ph full cod
1463241462645022720,Tanginang yan HAHAHHAHA wag naman ganon
1463213113952522243,aralin panlipunan be like: baket parang kasalanan kopa
1463271682391506948,Me : kasalanan mo talaga
1463204566044844035,you're saying butter isn't nominated for SOTY????ROTY???????????
1463248054337761287,🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️
1463248129839419395,ayy parang tanga yuns
1463171673507696649,"this day has been so tiring. i'm glad that it's almost over now. anyway, good evening."
1463184961431691267,"you did well, sai. good eve!"
1463185782907097090,"thank you, zayle. how is your night so far?"
1463187899625529347,that's great! sending my congratulations to your friends. today has been productive so i feel good. and i'm currently resting so you don't have to worry about that.
1463188794257985542,i don't know if i'm qualified to give advice about that... i usually just force myself to do whatever i have to do. 😂
1463211961726898176,TAMAH
1462992637795844101,"LOOK: Presidential aspirant Ferdinand “Bongbong” Marcos Jr.’s chief-of-staff Vic Rodriguez submits drug test result of the former dictator’s son and namesake to NBI, PDEA. (📸 Marcos camp) | @DYGalvezINQ"
1463160506622042119,🤡
1462931924167626754,"And yet, we cannot call the humans Kyle Rittenhouse shot ""victims."" 🤦‍♂️"
1463213813390471168,karlito be like: bakit parang kasalanan ko? HAHAHAHAHAHHA
1463144362968190976,3 am daw talagaaaa HSJASNAHAHZBZ
1463205325658488832,i just know that the academy won’t let her win back-to-back but still!!! labyu congrats @taylorswift13
1463239638605172742,I love this conyo Jared since day 1 talaga 🤭
1460820054627348488,"People’s Streets Emerald Avenue will exclusively be for pedestrians, bicycles, and other light personal mobility devices every Sunday starting 21 November 2021 from 6AM-6PM. Cities for people!"
1463135027147902984,where is hyunjae...
1463213384145408001,lmao
1463108732032745475,Seize the day. POGS ON VIRAL @AljonMendoza_ #AljonMendoza Zzz
1463101716203671558,— @HOSH8N album cover ☆
1463109058190217221,LMFAOOO
1463243017288966145,Kukulit nyo nalang talaga e HAHAHAHHAA
1463237380555481088,WOW SO GALING TALAGA IANNE <//3
1463189508141182977,Emz vote for bts!!! billboard.com/music/awards/g…
1463038415222435845,THE AMOUNT OF TIMES I REPLAYED THIS......I'M DIZZYDLKHSAFKHDSFHKJDSFKDSJFNDS
1463231410408407075,try ko den hihi friendsforever.world/fr/sync…
1463232130801188869,OMG BESTIE TALAGA KITA 😭
1463230038871093252,Naka tatlong mall tuloy 🥴
1463158077927018496,not me overthinking this 😭
1463158751872094222,today's tuesday bestie 😭
1463229184843542530,Bonakid ampt.
1463224381874716672,Of why im still here. Why i keep on supporting these talented men who know nothing about me. Why they're making me happy. Why theyre making me feel like there's hope for my dreams. Why they make me feel inspired. Why theyre making me feel alive.
1463229801120944130,otw mie
1463224606571958282,Parang babagsak katawan ko anytime hahahshahahahahaa
1463364197438279685,"yessss ate char, pang clown😭"
1463224721877598208,ano meron???
1463228160934219781,"aww kyle, parang tatay naman to"
1463227988497997828,He is the sweetestttt
1463226538443247617,But you're always prettyyy
1462734092756082693,"i started collecting a year ago and each pc gave me endless comfort during a time when nothing felt worthwhile so letting most of them go was so difficult for me..,,.. but doing so also made my wildest dreams come true aaa see you on our spring day @BTS_twt 🥰🥺💫"
1463142569433468931,How to “Buy” votes the legal way. #Halalan2022
1463211815480049668,kulang yung albums 🥲 /hinimatay
1463212944515166216,GAGI NEJDJSSJSJ PARANG KANJNA LANV PINAGUUSAPAN NATIN....
1463213592090583044,SOBRA
1463225996648329224,Translation 😭😭😂😂 please
1463226315788603393,Ohh.. haha sorry.. i said twitter is like a therapy for me today.. because i’m so disappointed with the grammy nominations🥺🥺
1463158771354681370,Boang😂
1463234793420689414,Not yet so may balak talaga lagyan HAHAHA
